Fruit,Date,EU,EU+UK,BE,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,UK
Apples Idared,2009/10,33.5638,33.5638,,,39.3082,,,,,,,,,,,,,,23.6766,,12.65,65,,,,,,,,
Apples Idared,2009/09,33.4575,33.4575,10,,40.1771,,,,,,,,,,,,,,25.3743,,,64,,,,,,,,
Apples Idared,2009/08,65,65,,,,,,,,,,,,,,,,,,,,65,,,,,,,,
Apples Idared,2009/07,44.4634,44.4634,15,,42.6291,,,,,,,,,,,,,,48.056,,,64.8333,45.533,,,,,,,
Apples Idared,2009/06,35.6849,35.6849,17,,43.9844,,,,,,,,,,,,,,53.7816,,12.7633,64.8,31.2895,,,,,,,
Apples Idared,2009/05,39.0487,39.0487,18,,40.167,,,,,,,,,,,,,,46.6145,,,66.2,35.1981,,,,,,,
Apples Idared,2009/04,27.8597,27.8597,11,,36.4506,,,,,,,,,,,,,,33.7707,,,67.4,19.8618,,,,,,,
Apples Idared,2009/03,26.3001,26.3001,33.12,,34.827,,,,,,,,,,,,,,27.8291,,27,65.5,14.6351,,,,,,,
Apples Idared,2009/02,24.4146,24.4146,19.9,,32.7924,,,,,,,,,,,,,,28.9313,,22.2886,65.3333,14.449,,,,,,,
Apples Idared,2009/01,25.5735,25.5735,22.5,,33.3437,,,,,,,,,,,,,,28.2912,,26.975,68,14.9085,,,,,,,
Apples Idared,2008/12,21.1505,21.1505,22.5,,43.6983,,,,,,,,,,,,,,27.9628,,,,15.1549,,,,,,,
Apples Idared,2008/11,21.6928,21.6928,,,44.2481,,,,,,,,,,,,,,28.1895,,,,15.8482,,65.715,,,,,
Apples Idared,2008/10,32.0225,32.0225,,,44.5198,,,,,,,,,,,,,,30.2963,,24,,,,81.58,,,,,
Apples Idared,2008/09,40.8663,40.8663,,,,,,,,,,,,,,,,,40.4005,,,,,,68.815,,,,,
Apples Idared,2008/08,89,89,,,,,,,,,,,,,,,,,,,,89,,,,,,,,
Apples Idared,2008/07,88.6667,88.6667,,,,,,,,,,,,,,,,,,,,88.6667,,,,,,,,
Apples Idared,2008/06,76.0736,76.0736,,,62.6135,,,,,,,,,,,,,,,,,88,75.6881,,,,,,,
Apples Idared,2008/05,71.239,71.239,43,,63.1321,,,,,,,,,,,,,,85.987,,,82,71.3399,,109.51,,,,,
Apples Idared,2008/04,66.307,66.307,,,61.0572,,,,,,,,,,,,,,78.2784,,,71.2,62.1554,,98.604,,,,,
Apples Idared,2008/03,55.998,55.998,32.85,,58.6078,,,,,,,,,,,,,,72.0001,,40,67.4,56.2044,,88.13,,,,,
Apples Idared,2008/02,55.306,55.306,,,56.3895,,,,,,,,,,,,,,65.9249,,,68.4,48.8994,,79.1667,,,,,
Apples Idared,2008/01,50.2987,50.2987,32.05,,54.9863,,,,,,,,,,,,,,63.9258,,,65.5,45.8968,,,,,,,
Apples Idared,2007/12,46.3426,46.3426,30.1,,54.5302,,,,,,,,,,,,,,59.9785,,28.33,62.6,44.5327,,,,,,,
Apples Idared,2007/11,47.1814,47.1814,27.5,,53.3108,,,,,,,,,,,,,,58.314,,,62.4,43.6376,,,,,,,
Apples Idared,2007/10,48.8459,48.8459,25.4333,,50.4098,,,,,,,,,,,,,,59.4029,,,55.25,,,,,,,,
Apples Idared,2007/09,58.4184,58.4184,,,,,,,,,,,,,,,,,58.4184,,,,,,,,,,,
Apples Idared,2007/08,64.1545,64.1545,,,,,,,,,,,,,,,,,,,,63,,,110.3333,,,,,
Apples Idared,2007/07,57.7344,57.7344,,,46.0148,,,,,,,,,,,,,,72.6618,,,64.8,53.1067,,110.3182,,,,,
Apples Idared,2007/06,58.3329,58.3329,,,44.8316,,,,,,,,,,,,,,60.3645,,,68.4,57.4655,,103.6056,,,,,
Apples Idared,2007/05,47.1453,47.1453,17,,42.2313,,,,,,,,,,,,,,51.3881,,,58.5,50.4007,,73.0909,,,,,
Apples Idared,2007/04,36.3011,36.3011,21,,40.2267,,,,,,,,,,,,,,41.0613,,,59.6,32.3881,,56.4737,,,,,
Apples Idared,2007/03,34.7778,34.7778,25.8,,37.3137,,,,,,,,,,,,,,38.4818,,,58.2,30.0656,,54,,,,,
Apples Idared,2007/02,32.5681,32.5681,25.6,,35.9898,,,,,,,,,,,,,,34.7175,,,65.5,25.8831,,,,,,,
Apples Idared,2007/01,31.7759,31.7759,37.24,,36.2766,,,,,,,,,,,,,,32.0041,,28.155,63,24.0316,,,,,,,
Apples Idared,2006/12,29.4175,29.4175,21.4,,36.6086,,,,,,,,,,,,,,28.791,,,62.2,23.2662,,,,,,,
Apples Idared,2006/11,29.4529,29.4529,,,34.3586,,,,,,,,,,,,,,26.6216,,18.93,63.6,24.5989,,,,,,,
Apples Idared,2006/10,30.8645,30.8645,,,32.5393,,,,,,,,,,,,,,26.1744,,20.53,64,27.2809,,,,,,,
Apples Idared,2006/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2006/08,37.5,37.5,13,,,,,,,,,,,,,,,,,,,62,,,,,,,,
Apples Idared,2006/07,61.9581,61.9581,,,,,,,,,,,,,,,,,,,,61.25,62.1072,,,,,,,
Apples Idared,2006/06,48.3436,48.3436,,,45.4461,,,,,,,,,,,,,,54.8378,,34.725,55.6,48.0898,,,,,,,
Apples Idared,2006/05,39.5624,39.5624,24.5,,40.2522,,,,,,,,,,,,,,43.8233,,34.17,51.25,39.9536,,,,,,,
Apples Idared,2006/04,30.9088,30.9088,25,,36.9943,,,,,,,,,,,,,,34.7342,,,48.4,26.3015,,,,,,,
Apples Idared,2006/03,29.0825,29.0825,30.0667,,35.0005,,,,,,,,,,,,,,33.4099,,23.64,43.6,24.6638,,,,,,,
Apples Idared,2006/02,30.3738,30.3738,23.1,,34.015,,,,,,,,,,,,,,28.7237,,,41.5,29.5089,,,,,,,
Apples Idared,2006/01,25.8106,25.8106,19.925,,32.5232,,,,,,,,,,,,,,27.3483,,21.21,44.8,22.475,,,,,,,
Apples Idared,2005/12,25.6716,25.6716,18.95,,33.3848,,,,,,,,,,,,,,29.4649,,,42,21.2333,,,,,,,
Apples Idared,2005/11,24.864,24.864,22.5,,33.5619,,,,,,,,,,,,,,27.3604,,17.44,39.25,21.7344,,,,,,,
Apples Idared,2005/10,24.3472,24.3472,17,,32.9103,,,,,,,,,,,,,,28.3094,,15.0033,45.5,20.8046,,,,,,,
Apples Idared,2005/09,31.226,31.226,,,,,,,,,,,,,,,,,31.226,,,,,,,,,,,
Apples Idared,2005/08,31.7397,31.7397,,,,,,,,,,,,,,,,,,,,59,26.0007,,,,,,,
Apples Idared,2005/07,21.3648,21.3648,10,,33.5962,,,,,,,,,,,,,,,,,46,16.6398,,,,,,,
Apples Idared,2005/06,30.2395,30.2395,12,,31.6542,,,,,,,,,,,,,,55.4599,,,45,22.7843,,,,,,,
Apples Idared,2005/05,31.7111,31.7111,22.3143,,28.7646,,,,,,,,,,,,,,50.2562,,,42.2,26.09,,,,,,,
Apples Idared,2005/04,27.7514,27.7514,20,,26.8998,,,,,,,,,,,,,,38.8522,,15.425,40,26.0287,,,,,,,
Apples Idared,2005/03,24.4323,24.4323,14.42,,27.4185,,,,,,,,,,,,,,25.6682,,19.76,37.4,23.9319,,,,,,,
Apples Idared,2005/02,23.0466,23.0466,22.0667,,26.9272,,,,,,,,,,,,,,21.7141,,17.0125,39.2,20.9306,,,,,,,
Apples Idared,2005/01,21.4938,21.4938,18.76,,27.4805,,,,,,,,,,,,,,18.9283,,14.17,42.25,19.1064,,,,,,,
Apples Idared,2004/12,23.4888,23.4888,19.12,,27.9121,,,,,,,,,,,,,,22.434,,11.8267,52.3333,20.4258,,,,,,,
Apples Idared,2004/11,26.4912,26.4912,20.6,,29.0973,,,,,,,,,,,,,,21.1709,,17.6356,55,24.8626,,,,,,,
Apples Idared,2004/10,29.9986,29.9986,21.1,,33.4581,,,,,,,,,,,,,,23.1025,,,67,25.7137,,,,,,,
Apples Idared,2004/09,14.1999,14.1999,,,,,,,,,,,,,,,,,14.1999,,,,,,,,,,,
Apples Idared,2004/08,39.7163,39.7163,14,,,,,,,,,,,,,,,,,,,59,41.0706,,,,,,,
Apples Idared,2004/07,61.8747,61.8747,,,,,55.46,,,,,,,,,,,,73.5464,,,58.8,,,,,,,,
Apples Idared,2004/06,51.3644,51.3644,,,35.0221,,53.328,,,,,,,,,,,,53.7885,,,55.5667,,,,,,,,
Apples Idared,2004/05,35.1314,35.1314,19.7333,,32.8734,,45.106,,,,,,,,,,,,35.5783,,29.11,,,,,,,,,
Apples Idared,2004/04,37.2952,37.2952,28.8,,,,44.122,,,,,,,,,,,,,,30.43,,,,,,,,,
Apples Idared,2004/03,35.261,35.261,26,,,,41.9463,,,,,,,,,,,,,,29.48,,,,,,,,,
Apples Idared,2004/02,34.5425,34.5425,35.2,,,,43.5775,,,,,,,,,,,,,,24.85,,,,,,,,,
Apples Idared,2004/01,32.8734,32.8734,24.675,,,,46.008,,,,,,,,,,,,,,27.9373,,,,,,,,,
Apples Idared,2003/12,32.2375,32.2375,28.1875,,,,42.375,,,,,,,,,,,,,,26.15,,,,,,,,,
Apples Idared,2003/11,32.3754,32.3754,29.0857,,,,43.918,,,,,,,,,,,,,,24.1225,,,,,,,,,
Apples Idared,2003/10,29.6633,29.6633,27.4,,,,39.85,,,,,,,,,,,,,,21.74,,,,,,,,,
Apples Idared,2003/09,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2003/08,45.65,45.65,,,,,45.65,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2003/07,39.3863,39.3863,,,,,54.7725,,,,,,,,,,,,,,24,,,,,,,,,
Apples Idared,2003/06,43.8434,43.8434,37.6667,,,,50.02,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2003/05,42.6192,42.6192,39,,,,49.37,,,,,,,,,,,,,,39.4875,,,,,,,,,
Apples Idared,2003/04,38.6383,38.6383,30,,,,48.04,,,,,,,,,,,,,,37.875,,,,,,,,,
Apples Idared,2003/03,34.982,34.982,27.88,,,,41.996,,,,,,,,,,,,,,35.07,,,,,,,,,
Apples Idared,2003/02,33.9217,33.9217,28.3333,,,,39.51,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2003/01,31.733,31.733,27.7,,,,37.819,,,,,,,,,,,,,,29.68,,,,,,,,,
Apples Idared,2002/12,30.2101,30.2101,28.8833,,,,38.297,,,,,,,,,,,,,,23.45,,,,,,,,,
Apples Idared,2002/11,26.1859,26.1859,24.18,,,,36.492,,,,,,,,,,,,,,17.8857,,,,,,,,,
Apples Idared,2002/10,20.3987,20.3987,18.75,,,,27.3,,,,,,,,,,,,,,15.146,,,,,,,,,
Apples Idared,2002/09,26.1367,26.1367,,,,,30,,,,,,,,,,,,,,22.2733,,,,,,,,,
Apples Idared,2002/08,42.8,42.8,,,,,42.8,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2002/07,32.419,32.419,19.6,,,,45.238,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2002/06,28.1803,28.1803,16.9,,,,43.236,,,,,,,,,,,,,,24.405,,,,,,,,,
Apples Idared,2002/05,30.774,30.774,27.85,,,,41.972,,,,,,,,,,,,,,22.5,,,,,,,,,
Apples Idared,2002/04,31.6913,31.6913,24.02,,,,42.424,,,,,,,,,,,,,,28.63,,,,,,,,,
Apples Idared,2002/03,33.0497,33.0497,26.1,,,,42.6925,,,,,,,,,,,,,,30.3567,,,,,,,,,
Apples Idared,2002/02,30.3879,30.3879,23.5857,,,,41.212,,,,30,,,,,,,,,,26.754,,,,,,,,,
Apples Idared,2002/01,27.8269,27.8269,20.8133,,,,37.8575,,,,,,,,,,,,,,24.81,,,,,,,,,
Apples Idared,2001/12,23.3853,23.3853,21.1144,,,,26.6281,,,,24.0405,,,,,,,,,,21.7581,,,,,,,,,
Apples Idared,2001/11,27.4301,27.4301,20.2676,,,,37.5919,,,,,,,,,,,,,,24.4309,,,,,,,,,
Apples Idared,2001/10,23.7553,23.7553,24.6258,,,,,,,,,,,,,,,,,,22.8848,,,,,,,,,
Apples Idared,2001/09,26.923,26.923,,,,,,,,,,,,,,,,,,,26.923,,,,,,,,,
Apples Idared,2001/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2001/07,42.9678,42.9678,,,,,42.9678,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2001/06,30.9077,30.9077,29.561,,,,38.0656,,,,,,,,,,,,,,25.0965,,,,,,,,,
Apples Idared,2001/05,29.7578,29.7578,27.9933,,,,34.126,,,,,,,,,,,,,,27.154,,,,,,,,,
Apples Idared,2001/04,30.0764,30.0764,,,,,35.2768,,,,,,,,,,,,,,24.876,,,,,,,,,
Apples Idared,2001/03,24.6425,24.6425,17.427,,,,33.4916,,,,,,,,,,,,,,23.009,,,,,,,,,
Apples Idared,2001/02,23.9152,23.9152,15.9953,,,,32.8798,,,,,,,,,,,,,,22.8705,,,,,,,,,
Apples Idared,2001/01,23.5437,23.5437,23.141,,,,27.7957,,,,,,,,,,,,,,19.6943,,,,,,,,,
Apples Idared,2000/12,19.3896,19.3896,20.476,,,,30.8499,,,,,,,,,,,,,,6.843,,,,,,,,,
Apples Idared,2000/11,21.1083,21.1083,15.6522,,,,30.6234,,,,,,,,,,,,,,17.0494,,,,,,,,,
Apples Idared,2000/10,22.6973,22.6973,17.105,,,,38.5155,,,,,,,,,,,,,,12.4713,,,,,,,,,
Apples Idared,2000/09,12.402,12.402,,,,,,,,,,,,,,,,,,,12.402,,,,,,,,,
Apples Idared,2000/08,39.881,39.881,,,,,39.881,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2000/07,40.588,40.588,,,,,40.588,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2000/06,41.7455,41.7455,,,,,41.7455,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2000/05,33.9029,33.9029,,,,,37.2978,,,,,,,,,,,,,,30.508,,,,,,,,,
Apples Idared,2000/04,33.515,33.515,,,,,33.515,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2000/03,31.5568,31.5568,,,,,31.5568,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2000/02,31.92,31.92,,,,,31.92,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,2000/01,30.9002,30.9002,,,,,30.9002,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1999/12,31.4077,31.4077,,,,,31.4077,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1999/11,26.357,26.357,,,,,26.357,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1999/10,32.7227,32.7227,,,,,32.7227,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1999/09,38.347,38.347,,,,,38.347,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1999/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1999/07,39.766,39.766,,,,,39.766,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1999/06,38.283,38.283,,,,,38.283,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1999/05,31.4872,31.4872,,,,,33.8733,,,,,,,,,,,,,,29.101,,,,,,,,,
Apples Idared,1999/04,27.9525,27.9525,,,,,31.342,,,,,,,,,,,,,,24.563,,,,,,,,,
Apples Idared,1999/03,26.0267,26.0267,,,,,28.3254,,,,,,,,,,,,,,23.728,,,,,,,,,
Apples Idared,1999/02,25.6073,25.6073,,,,,27.1326,,,,,,,,,,,,,,24.082,,,,,,,,,
Apples Idared,1999/01,25.3783,25.3783,,,,,29.8825,,,,,,,,,,,,,,20.874,,,,,,,,,
Apples Idared,1998/12,23.4646,23.4646,,,,,27.2191,,,,,,,,,,,,,,19.71,,,,,,,,,
Apples Idared,1998/11,32.4066,32.4066,,,,,32.4066,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1998/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1997/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1996/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1995/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1994/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1993/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1992/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Idared,1991/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Jonagold,2020/04,53.6987,53.6987,52.894,,65.3734,,62.59,,,,,,,,,,,,48.8691,,,73.68,44.4683,60,,,,,,
Apples Jonagold,2020/03,48.611,48.611,44.9033,,65.5072,,55.78,,,,,,,,,,,,50.6702,,,68.5767,37.4509,58.3333,,,,,,
Apples Jonagold,2020/02,48.6709,48.6709,46.696,,68.9725,,51.928,,,,,,69.2066,,,,,,50.0957,,,71.076,37.8708,60,,,,,,
Apples Jonagold,2020/01,44.6106,44.6106,48.254,,64.9582,,50.224,,,,,,63.1795,,,,,,50.2264,,41.625,61.746,31.5017,60,,,,,,
Apples Jonagold,2019/12,42.3517,42.3517,36.4367,,64.9656,,50.7333,,,,,,59.935,,,,,,47.3248,,,59.2383,28.2786,66.6667,,,,,,
Apples Jonagold,2019/11,41.4888,41.4888,35.796,,63.6174,,51.53,,,,,,54.8721,,,,,,45.438,,,49.37,27.9327,75,,,,,,
Apples Jonagold,2019/10,38.378,38.378,32.16,,65.5467,,49.936,,,,,,49.3785,,,,,,45.6243,,24.87,43.944,29.2483,,,,,,,
Apples Jonagold,2019/09,40.7464,40.7464,37.6417,,52.1025,,43.6117,,,,,,58.1759,,,,,,47.9668,,,38.625,36.3245,,,,,,,
Apples Jonagold,2019/08,26.9332,26.9332,34.546,,41.0448,,40.392,,,,,,60.3589,,,,,,,,,39.312,13.9452,,,,,,,
Apples Jonagold,2019/07,29.3926,29.3926,29.83,,44.7608,,41.392,,,,,,59.2429,,,,,,46.3132,,,44.062,12.6013,,,,,,,
Apples Jonagold,2019/06,43.2586,43.2586,32.02,,48.346,,44.128,,,,,,54.9987,,,,,,46.6574,,,41.4,43.6658,,,,,,,
Apples Jonagold,2019/05,31.1627,31.1627,32.238,,47.2883,,43.59,,,,,,50.331,,,,,,44.8687,,,47,9.5995,80,,,,,,
Apples Jonagold,2019/04,31.0073,31.0073,35.228,,48.2926,,42.15,,,,,,47.8534,,,,,,44.7121,,,50.6,8.7498,76.8,,,,,,
Apples Jonagold,2019/03,31.4073,31.4073,35.1188,,50.7992,,40.6963,,,,,,46.3915,,,,,,45.5065,,,50.25,10.8534,67.625,,,,,,
Apples Jonagold,2019/02,30.3231,30.3231,37.214,,50.4629,,43.664,,,,,,47.5668,,,,,,42.8774,,23.48,35.098,10.7345,78,,,,,,
Apples Jonagold,2019/01,32.3307,32.3307,41.135,,50.4354,,44.044,,,,,,48.2831,,,,,,42.5009,,31.544,43.8,11.9289,76,,,,,,
Apples Jonagold,2018/12,28.7171,28.7171,28.814,,49.2366,,45.355,,,,,,48.6933,,,,,,42.702,,16.2833,30.34,10.774,72,,,,,,
Apples Jonagold,2018/11,40.3672,40.3672,28.522,,47.2195,,44.19,,,,,,50.8532,,,,,,43.2171,,23.74,34.912,,71.6667,,,,,,
Apples Jonagold,2018/10,33.7195,33.7195,30.698,,51.347,,50.664,,,,,,57.7166,,,,,,41.7979,,24.765,50.6,15.1177,72.5,,,,,,
Apples Jonagold,2018/09,61.4323,61.4323,46.258,,61.7784,,75.466,,,,,,65.5486,,,,,,42.5446,,,73,,,,,,,,
Apples Jonagold,2018/08,50.9892,50.9892,79.6925,,,,94.15,,,,,,,,,,,,,,,,24.5018,,,,,,,
Apples Jonagold,2018/07,60.4061,60.4061,94.9733,,,,92.1817,,,,,,,,,,,,,,,64.95,35.058,80,,,,,,
Apples Jonagold,2018/06,66.5443,66.5443,95.068,,69.7331,,94.526,,,,,,,,,,,,,,92.55,79.4,38.2363,70,,,,,,
Apples Jonagold,2018/05,69.7816,69.7816,101.31,,76.8031,,92.06,,,,,,,,,,,,,,91.915,79,45.0697,68,,,,,,
Apples Jonagold,2018/04,67.6238,67.6238,99.1867,,80.5751,,83.9717,,,,,,88.1131,,,,,,,,71.92,76.6667,48.2872,67.5,,,,,,
Apples Jonagold,2018/03,62.8514,62.8514,87.52,,78.9637,,80.21,,,,,,85.6652,,,,,,,,,65.75,45.4086,70,,,,,,
