Fruit,Date,EU,EU+UK,BE,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,UK
Apricots,1996/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/07,83.8008,83.8008,,,,,,,,86.71,65.024,115.892,,98.61,,,,,,,,,,52.768,,,,,,
Apricots,1995/06,83.8008,83.8008,,,,,,,,86.71,65.024,115.892,,98.61,,,,,,,,,,52.768,,,,,,
Apricots,1995/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1995/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/07,44.9044,44.9044,,,,,,,,44.406,47.554,55.519,,46.701,,,,,,,,,,30.342,,,,,,
Apricots,1994/06,44.9044,44.9044,,,,,,,,44.406,47.554,55.519,,46.701,,,,,,,,,,30.342,,,,,,
Apricots,1994/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1994/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/07,55.4804,55.4804,,,,,,,,42.476,40.702,94.283,,51.9,,,,,,,,,,48.041,,,,,,
Apricots,1993/06,55.4804,55.4804,,,,,,,,42.476,40.702,94.283,,51.9,,,,,,,,,,48.041,,,,,,
Apricots,1993/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1993/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/07,49.6066,49.6066,,,,,,,,50.257,54.389,55.906,,48.495,,,,,,,,,,38.986,,,,,,
Apricots,1992/06,49.6066,49.6066,,,,,,,,50.257,54.389,55.906,,48.495,,,,,,,,,,38.986,,,,,,
Apricots,1992/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1992/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/07,72.094,72.094,,,,,,,,71.573,57.343,85.108,,74.352,,,,,,,,,,,,,,,,
Apricots,1991/06,72.094,72.094,,,,,,,,71.573,57.343,85.108,,74.352,,,,,,,,,,,,,,,,
Apricots,1991/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricots,1991/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2020/04,285,285,,,,,,,,,285,,,,,,,,,,,,,,,,,,,
Avocados,2020/03,289.275,289.275,,,,,,,,,289.275,,,,,,,,,,,,,,,,,,,
Avocados,2020/02,280.218,280.218,,,,,,,,,280.218,,,,,,,,,,,,,,,,,,,
Avocados,2020/01,273.07,273.07,,,,,,,,,273.07,,,,,,,,,,,,,,,,,,,
Avocados,2019/12,265.9,265.9,,,,,,,,,265.9,,,,,,,,,,,,,,,,,,,
Avocados,2019/11,297.72,297.72,,,,,,,,,297.72,,,,,,,,,,,,,,,,,,,
Avocados,2019/10,295,295,,,,,,,,,295,,,,,,,,,,,,,,,,,,,
Avocados,2019/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2019/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2019/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2019/06,245,245,,,,,,,,,245,,,,,,,,,,,,,,,,,,,
Avocados,2019/05,253,253,,,,,,,,,253,,,,,,,,,,,,,,,,,,,
Avocados,2019/04,265,265,,,,,,,,,265,,,,,,,,,,,,,,,,,,,
Avocados,2019/03,265,265,,,,,,,,,265,,,,,,,,,,,,,,,,,,,
Avocados,2019/02,265,265,,,,,,,,,265,,,,,,,,,,,,,,,,,,,
Avocados,2019/01,265,265,,,,,,,,,265,,,,,,,,,,,,,,,,,,,
Avocados,2018/12,258.95,258.95,,,,,,,,,258.95,,,,,,,,,,,,,,,,,,,
Avocados,2018/11,240.675,240.675,,,,,,,,,240.675,,,,,,,,,,,,,,,,,,,
Avocados,2018/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2018/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2018/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2018/07,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2018/06,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2018/05,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2018/04,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2018/03,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2018/02,307.5,307.5,,,,,,,,,307.5,,,,,,,,,,,,,,,,,,,
Avocados,2018/01,296.4725,296.4725,,,,,,,,,296.4725,,,,,,,,,,,,,,,,,,,
Avocados,2017/12,285,285,,,,,,,,,285,,,,,,,,,,,,,,,,,,,
Avocados,2017/11,275,275,,,,,,,,,275,,,,,,,,,,,,,,,,,,,
Avocados,2017/10,298.3333,298.3333,,,,,,,,,298.3333,,,,,,,,,,,,,,,,,,,
Avocados,2017/09,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2017/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2017/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2017/06,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2017/05,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2017/04,315,315,,,,,,,,,315,,,,,,,,,,,,,,,,,,,
Avocados,2017/03,302.4074,302.4074,,,,,,,,,302.4074,,,,,,,,,,,,,,,,,,,
Avocados,2017/02,270.8333,270.8333,,,,,,,,,270.8333,,,,,,,,,,,,,,,,,,,
Avocados,2017/01,263,263,,,,,,,,,263,,,,,,,,,,,,,,,,,,,
Avocados,2016/12,,249.0909,,,,,,,,,249.0909,,,,,,,,,,,,,,,,,,,
Avocados,2016/11,218.6364,218.6364,,,,,,,,,218.6364,,,,,,,,,,,,,,,,,,,
Avocados,2016/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2016/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2016/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2016/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2016/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2016/05,232.25,232.25,,,,,,,,,232.25,,,,,,,,,,,,,,,,,,,
Avocados,2016/04,290,290,,,,,,,,,290,,,,,,,,,,,,,,,,,,,
Avocados,2016/03,290,290,,,,,,,,,290,,,,,,,,,,,,,,,,,,,
Avocados,2016/02,286.4,286.4,,,,,,,,,286.4,,,,,,,,,,,,,,,,,,,
Avocados,2016/01,255,255,,,,,,,,,255,,,,,,,,,,,,,,,,,,,
Avocados,2015/12,225,225,,,,,,,,,225,,,,,,,,,,,,,,,,,,,
Avocados,2015/11,219.7368,219.7368,,,,,,,,,219.7368,,,,,,,,,,,,,,,,,,,
Avocados,2015/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2015/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2015/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2015/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2015/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2015/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2015/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2015/03,212.4762,212.4762,,,,,,,,,212.4762,,,,,,,,,,,,,,,,,,,
Avocados,2015/02,191.3173,191.3173,,,,,,,,,191.3173,,,,,,,,,,,,,,,,,,,
Avocados,2015/01,190.722,190.722,,,,,,,,,190.722,,,,,,,,,,,,,,,,,,,
Avocados,2014/12,171.1875,171.1875,,,,,,,,,171.1875,,,,,,,,,,,,,,,,,,,
Avocados,2014/11,172.8932,172.8932,,,,,,,,,172.8932,,,,,,,,,,,,,,,,,,,
Avocados,2014/10,173.3331,173.3331,,,,,,,,,173.3331,,,,,,,,,,,,,,,,,,,
Avocados,2014/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2014/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2014/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2014/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2014/05,193.4286,193.4286,,,,,,,,,193.4286,,,,,,,,,,,,,,,,,,,
Avocados,2014/04,193.6471,193.6471,,,,,,,,,193.6471,,,,,,,,,,,,,,,,,,,
Avocados,2014/03,176.8195,176.8195,,,,,,,,,176.8195,,,,,,,,,,,,,,,,,,,
Avocados,2014/02,178.6111,178.6111,,,,,,,,,178.6111,,,,,,,,,,,,,,,,,,,
Avocados,2014/01,166.3192,166.3192,,,,,,,,,166.3192,,,,,,,,,,,,,,,,,,,
Avocados,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2013/11,165.5,165.5,,,,,,,,,165.5,,,,,,,,,,,,,,,,,,,
Avocados,2013/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2013/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2013/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2013/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2013/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2013/05,215.6667,215.6667,,,,,,,,,215.6667,,,,,,,,,,,,,,,,,,,
Avocados,2013/04,196.4512,196.4512,,,,,,,,,196.4512,,,,,,,,,,,,,,,,,,,
Avocados,2013/03,195.003,195.003,,,,,,,,,195.003,,,,,,,,,,,,,,,,,,,
Avocados,2013/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2013/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2012/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2012/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2012/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2012/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2012/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2012/05,189.36,189.36,,,,,,,,,189.36,,,,,,,,,,,,,,,,,,,
Avocados,2012/04,189.36,189.36,,,,,,,,,189.36,,,,,,,,,,,,,,,,,,,
Avocados,2012/03,189.2064,189.2064,,,,,,,,,189.2064,,,,,,,,,,,,,,,,,,,
Avocados,2012/02,182.6367,182.6367,,,,,,,,,182.6367,,,,,,,,,,,,,,,,,,,
Avocados,2012/01,190.73,190.73,,,,,,,,,190.73,,,,,,,,,,,,,,,,,,,
Avocados,2011/12,193.44,193.44,,,,,,,,,193.44,,,,,,,,,,,,,,,,,,,
Avocados,2011/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2011/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2011/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2011/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2011/06,243.91,243.91,,,,,,,,,243.91,,,,,,,,,,,,,,,,,,,
Avocados,2011/05,248.0827,248.0827,,,,,,,,,248.0827,,,,,,,,,,,,,,,,,,,
Avocados,2011/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2011/03,207.61,207.61,,,,,,,,,207.61,,,,,,,,,,,,,,,,,,,
Avocados,2011/02,204.55,204.55,,,,,,,,,204.55,,,,,,,,,,,,,,,,,,,
Avocados,2011/01,201.51,201.51,,,,,,,,,201.51,,,,,,,,,,,,,,,,,,,
Avocados,2010/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2010/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2010/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2010/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2010/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2010/06,264.1,264.1,,,,,,,,,264.1,,,,,,,,,,,,,,,,,,,
Avocados,2010/05,238.4962,238.4962,,,,,,,,,238.4962,,,,,,,,,,,,,,,,,,,
Avocados,2010/04,256.7667,256.7667,,,,,,,,,256.7667,,,,,,,,,,,,,,,,,,,
Avocados,2010/03,80,80,,,,,,,,,,,,,80,,,,,,,,,,,,,,,
Avocados,2010/02,80,80,,,,,,,,,,,,,80,,,,,,,,,,,,,,,
Avocados,2010/01,92.5806,92.5806,,,,,,,,,,,,,92.5806,,,,,,,,,,,,,,,
Avocados,2009/12,110,110,,,,,,,,,,,,,110,,,,,,,,,,,,,,,
Avocados,2009/11,110,110,,,,,,,,,,,,,110,,,,,,,,,,,,,,,
Avocados,2009/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2009/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2009/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2009/07,100,100,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
Avocados,2009/06,110,110,,,,,,,,,,,,,110,,,,,,,,,,,,,,,
Avocados,2009/05,120,120,,,,,,,,,,,,,120,,,,,,,,,,,,,,,
Avocados,2009/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2009/03,193.32,193.32,,,,,,,,,193.32,,,,,,,,,,,,,,,,,,,
Avocados,2009/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2009/01,190.7634,190.7634,,,,,,,,,190.69,,,,194.2857,,,,,,,,,,,,,,,
Avocados,2008/12,166.6129,166.6129,,,,,,,,,,,,,166.6129,,,,,,,,,,,,,,,
Avocados,2008/11,175,175,,,,,,,,,,,,,175,,,,,,,,,,,,,,,
Avocados,2008/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2008/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2008/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2008/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2008/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2008/05,270.57,270.57,,,,,,,,,270.57,,,,,,,,,,,,,,,,,,,
Avocados,2008/04,253.0856,253.0856,,,,,,,,,253.0856,,,,,,,,,,,,,,,,,,,
Avocados,2008/03,226.705,226.705,,,,,,,,,226.705,,,,,,,,,,,,,,,,,,,
Avocados,2008/02,217.462,217.462,,,,,,,,,217.462,,,,,,,,,,,,,,,,,,,
Avocados,2008/01,190.69,190.69,,,,,,,,,190.69,,,,,,,,,,,,,,,,,,,
Avocados,2007/12,191.0455,191.0455,,,,,,,,,191.0455,,,,,,,,,,,,,,,,,,,
Avocados,2007/11,317.7973,317.7973,,,,,,,,,,,,,317.7973,,,,,,,,,,,,,,,
Avocados,2007/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2007/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2007/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2007/07,175.6571,175.6571,,,,,,,,,,,,,175.6571,,,,,,,,,,,,,,,
Avocados,2007/06,220.5846,220.5846,,,,,,,,,220.98,,,,201.6056,,,,,,,,,,,,,,,
Avocados,2007/05,188.8427,188.8427,,,,,,,,,188.7418,,,,193.685,,,,,,,,,,,,,,,
Avocados,2007/04,184.6462,184.6462,,,,,,,,,184.03,,,,214.2261,,,,,,,,,,,,,,,
Avocados,2007/03,175.2595,175.2595,,,,,,,,,174.58,,,,207.8775,,,,,,,,,,,,,,,
Avocados,2007/02,183.2727,183.2727,,,,,,,,,182.97,,,,197.8019,,,,,,,,,,,,,,,
Avocados,2007/01,183.2795,183.2795,,,,,,,,,182.97,,,,198.1347,,,,,,,,,,,,,,,
Avocados,2006/12,199.0437,199.0437,,,,,,,,,,,,,199.0437,,,,,,,,,,,,,,,
Avocados,2006/11,237.4467,237.4467,,,,,,,,,,,,,237.4467,,,,,,,,,,,,,,,
Avocados,2006/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2006/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2006/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2006/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2006/06,237.8894,237.8894,,,,,,,,,,,,,237.8894,,,,,,,,,,,,,,,
Avocados,2006/05,244.3487,244.3487,,,,,,,,,243.38,,,,290.847,,,,,,,,,,,,,,,
Avocados,2006/04,243.4674,243.4674,,,,,,,,,243.3615,,,,248.5512,,,,,,,,,,,,,,,
Avocados,2006/03,226.4287,226.4287,,,,,,,,,226.07,,,,243.6485,,,,,,,,,,,,,,,
Avocados,2006/02,216.0365,216.0365,,,,,,,,,215.6414,,,,235.0032,,,,,,,,,,,,,,,
Avocados,2006/01,219.6863,219.6863,,,,,,,,,,,,,219.6863,,,,,,,,,,,,,,,
Avocados,2005/12,205.7993,205.7993,,,,,,,,,205.4871,,,,220.784,,,,,,,,,,,,,,,
Avocados,2005/11,220.9367,220.9367,,,,,,,,,220.9367,,,,,,,,,,,,,,,,,,,
Avocados,2005/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2005/09,246.2168,246.2168,,,,,,,,,,,,,246.2168,,,,,,,,,,,,,,,
Avocados,2005/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2005/07,203.3718,203.3718,,,,,,,,,,,,,203.3718,,,,,,,,,,,,,,,
Avocados,2005/06,194.6213,194.6213,,,,,,,,,,,,,194.6213,,,,,,,,,,,,,,,
Avocados,2005/05,169.9842,169.9842,,,,,,,,,169.016,,,,216.4569,,,,,,,,,,,,,,,
Avocados,2005/04,140.7978,140.7978,,,,,,,,,139.5924,,,,198.659,,,,,,,,,,,,,,,
Avocados,2005/03,204.3248,204.3248,,,,,,,,,205.0307,,,,170.4413,,,,,,,,,,,,,,,
Avocados,2005/02,234.74,234.74,,,,,,,,,236.8069,,,,135.5278,,,,,,,,,,,,,,,
Avocados,2005/01,231.1121,231.1121,,,,,,,,,232.0906,,,,184.1421,,,,,,,,,,,,,,,
Avocados,2004/12,234.8504,234.8504,,,,,,,,,236.812,,,,140.6946,,,,,,,,,,,,,,,
Avocados,2004/11,188.057,188.057,,,,,,,,,188.469,,,,168.2814,,,,,,,,,,,,,,,
Avocados,2004/10,145.4945,145.4945,,,,,,,,,,,,,145.4945,,,,,,,,,,,,,,,
Avocados,2004/09,251.1598,251.1598,,,,,,,,,,,,,251.1598,,,,,,,,,,,,,,,
Avocados,2004/08,310.9181,310.9181,,,,,,,,,,,,,310.9181,,,,,,,,,,,,,,,
Avocados,2004/07,205.8027,205.8027,,,,,,,,,,,,,205.8027,,,,,,,,,,,,,,,
Avocados,2004/06,175.3246,175.3246,,,,,,,,,,,,,175.3246,,,,,,,,,,,,,,,
Avocados,2004/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2004/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2004/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2004/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2004/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2003/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2002/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2001/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,2000/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,1999/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,1999/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,1999/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,1999/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,1999/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,1999/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,1999/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados,1999/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
